# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.831 us    |  kthread_should_stop();
 1)               |      psi_task_switch() {
 1)   0.180 us    |        psi_flags_change();
 1)   0.180 us    |        iterate_groups();
 1)   0.381 us    |        psi_group_change();
 1)   0.181 us    |        iterate_groups();
 1)   1.833 us    |      }
 1)   0.692 us    |      __traceiter_sched_switch();
 ------------------------------------------
 1)   kcompac-32   =>    <idle>-0   
 ------------------------------------------

 1)   2.234 us    |  enter_lazy_tlb();
 ------------------------------------------
 1)    <idle>-0    =>   kcompac-32  
 ------------------------------------------

 1)               |      finish_task_switch.isra.0() {
 1)   0.271 us    |        raw_spin_rq_unlock();
 1)   0.982 us    |      }
 1) @ 511977.6 us |    }
 1)               |    del_timer_sync() {
 1)               |      lock_timer_base() {
 1)   0.190 us    |        _raw_spin_lock_irqsave();
 1)   0.581 us    |      }
 1)   0.201 us    |      detach_if_pending();
 1)   0.200 us    |      _raw_spin_unlock_irqrestore();
 1)   1.814 us    |    }
 1) @ 511982.7 us |  } /* schedule_timeout */
 1)               |  prepare_to_wait_event() {
 1)   0.180 us    |    _raw_spin_lock_irqsave();
 1)   0.200 us    |    _raw_spin_unlock_irqrestore();
 1)   0.942 us    |  }
 1)   0.180 us    |  kthread_should_stop();
 1)               |  finish_wait() {
 1)   0.170 us    |    _raw_spin_lock_irqsave();
 1)   0.190 us    |    _raw_spin_unlock_irqrestore();
 1)   0.921 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.321 us    |    fill_contig_page_info();
 1)   0.711 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.250 us    |    fill_contig_page_info();
 1)   0.571 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.280 us    |    fill_contig_page_info();
 1)   0.631 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.271 us    |    fill_contig_page_info();
 1)   0.611 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.270 us    |    fill_contig_page_info();
 1)   0.611 us    |  }
 1)   0.171 us    |  kthread_should_stop();
 1)   0.170 us    |  kthread_should_stop();
 1)   0.171 us    |  init_wait_entry();
 1)               |  prepare_to_wait_event() {
 1)   0.171 us    |    _raw_spin_lock_irqsave();
 1)   0.190 us    |    _raw_spin_unlock_irqrestore();
 1)   0.922 us    |  }
 1)   0.170 us    |  kthread_should_stop();
 1)               |  schedule_timeout() {
 1)               |    lock_timer_base() {
 1)   0.170 us    |      _raw_spin_lock_irqsave();
 1)   0.511 us    |    }
 1)   0.180 us    |    detach_if_pending();
 1)   0.181 us    |    get_nohz_timer_target();
 1)   0.181 us    |    calc_wheel_index();
 1)   0.190 us    |    enqueue_timer();
 1)   0.180 us    |    _raw_spin_unlock_irqrestore();
 1)               |    schedule() {
 1)               |      rcu_note_context_switch() {
 1)   0.171 us    |        rcu_qs();
 1)   0.501 us    |      }
 1)               |      raw_spin_rq_lock_nested() {
 1)   0.171 us    |        _raw_spin_lock();
 1)   0.491 us    |      }
 1)   0.221 us    |      update_rq_clock();
 1)               |      dequeue_task_fair() {
 1)               |        dequeue_entity() {
 1)               |          update_curr() {
 1)   0.180 us    |            update_min_vruntime();
 1)               |            cpuacct_charge() {
 1)   0.180 us    |              rcu_read_unlock_strict();
 1)   0.551 us    |            }
 1)   0.170 us    |            rcu_read_unlock_strict();
 1)   1.924 us    |          }
 1)   0.191 us    |          __update_load_avg_se();
 1)   0.200 us    |          __update_load_avg_cfs_rq();
 1)   0.210 us    |          clear_buddies();
 1)   0.250 us    |          update_cfs_group();
 1)   0.200 us    |          update_min_vruntime();
 1)   4.999 us    |        }
 1)   0.180 us    |        hrtick_update();
 1)   5.761 us    |      }
 1)               |      pick_next_task() {
 1)               |        pick_next_task_fair() {
 1)               |          newidle_balance() {
 1)   0.170 us    |            __msecs_to_jiffies();
 1)   0.171 us    |            rcu_read_unlock_strict();
 1)   0.912 us    |          }
 1)   1.282 us    |        }
 1)               |        put_prev_task_fair() {
 1)   0.191 us    |          put_prev_entity();
 1)   0.531 us    |        }
 1)               |        pick_next_task_idle() {
 1)               |          set_next_task_idle() {
 1)               |            __update_idle_core() {
 1)   0.180 us    |              available_idle_cpu();
 1)   0.171 us    |              rcu_read_unlock_strict();
 1)   1.042 us    |            }
 1)   0.171 us    |            queue_core_balance();
 1)   1.843 us    |          }
 1)   2.194 us    |        }
 1)   4.799 us    |      }
 1)               |      psi_task_switch() {
 1)   0.171 us    |        psi_flags_change();
 1)   0.190 us    |        iterate_groups();
 1)   0.380 us    |        psi_group_change();
 1)   0.180 us    |        iterate_groups();
 1)   1.833 us    |      }
 1)   0.611 us    |      __traceiter_sched_switch();
 ------------------------------------------
 1)   kcompac-32   =>    <idle>-0   
 ------------------------------------------

 1)   2.255 us    |  enter_lazy_tlb();
 ------------------------------------------
 1)    <idle>-0    =>   kcompac-32  
 ------------------------------------------

 1)               |      finish_task_switch.isra.0() {
 1)   0.251 us    |        raw_spin_rq_unlock();
 1)   1.012 us    |      }
 1) @ 511990.5 us |    }
 1)               |    del_timer_sync() {
 1)               |      lock_timer_base() {
 1)   0.180 us    |        _raw_spin_lock_irqsave();
 1)   0.572 us    |      }
 1)   0.220 us    |      detach_if_pending();
 1)   0.190 us    |      _raw_spin_unlock_irqrestore();
 1)   1.783 us    |    }
 1) @ 511995.7 us |  } /* schedule_timeout */
 1)               |  prepare_to_wait_event() {
 1)   0.381 us    |    _raw_spin_lock_irqsave();
 1)   0.180 us    |    _raw_spin_unlock_irqrestore();
 1)   1.102 us    |  }
 1)   0.191 us    |  kthread_should_stop();
 1)               |  finish_wait() {
 1)   0.161 us    |    _raw_spin_lock_irqsave();
 1)   0.180 us    |    _raw_spin_unlock_irqrestore();
 1)   0.862 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.321 us    |    fill_contig_page_info();
 1)   0.802 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.240 us    |    fill_contig_page_info();
 1)   0.571 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.300 us    |    fill_contig_page_info();
 1)   0.681 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.260 us    |    fill_contig_page_info();
 1)   0.631 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.200 us    |    fill_contig_page_info();
 1)   0.541 us    |  }
 1)   0.171 us    |  kthread_should_stop();
 1)   0.160 us    |  kthread_should_stop();
 1)   0.170 us    |  init_wait_entry();
 1)               |  prepare_to_wait_event() {
 1)   0.170 us    |    _raw_spin_lock_irqsave();
 1)   0.181 us    |    _raw_spin_unlock_irqrestore();
 1)   0.892 us    |  }
 1)   0.170 us    |  kthread_should_stop();
 1)               |  schedule_timeout() {
 1)               |    lock_timer_base() {
 1)   0.170 us    |      _raw_spin_lock_irqsave();
 1)   1.243 us    |    }
 1)   0.230 us    |    detach_if_pending();
 1)   0.220 us    |    get_nohz_timer_target();
 1)   0.190 us    |    calc_wheel_index();
 1)   0.261 us    |    enqueue_timer();
 1)   0.170 us    |    _raw_spin_unlock_irqrestore();
 1)               |    schedule() {
 1)               |      rcu_note_context_switch() {
 1)   0.170 us    |        rcu_qs();
 1)   0.501 us    |      }
 1)               |      raw_spin_rq_lock_nested() {
 1)   0.170 us    |        _raw_spin_lock();
 1)   0.491 us    |      }
 1)   0.220 us    |      update_rq_clock();
 1)               |      dequeue_task_fair() {
 1)               |        dequeue_entity() {
 1)               |          update_curr() {
 1)   0.191 us    |            update_min_vruntime();
 1)               |            cpuacct_charge() {
 1)   0.170 us    |              rcu_read_unlock_strict();
 1)   0.601 us    |            }
 1)   0.170 us    |            rcu_read_unlock_strict();
 1)   2.044 us    |          }
 1)   0.190 us    |          __update_load_avg_se();
 1)   0.200 us    |          __update_load_avg_cfs_rq();
 1)   0.191 us    |          clear_buddies();
 1)   0.191 us    |          update_cfs_group();
 1)   0.190 us    |          update_min_vruntime();
 1)   4.309 us    |        }
 1)   0.180 us    |        hrtick_update();
 1)   5.080 us    |      }
 1)               |      pick_next_task() {
 1)               |        pick_next_task_fair() {
 1)               |          newidle_balance() {
 1)   0.200 us    |            __msecs_to_jiffies();
 1)   0.170 us    |            rcu_read_unlock_strict();
 1)   0.941 us    |          }
 1)   1.333 us    |        }
 1)               |        put_prev_task_fair() {
 1)   0.200 us    |          put_prev_entity();
 1)   0.541 us    |        }
 1)               |        pick_next_task_idle() {
 1)               |          set_next_task_idle() {
 1)               |            __update_idle_core() {
 1)   0.260 us    |              available_idle_cpu();
 1)   0.171 us    |              rcu_read_unlock_strict();
 1)   1.132 us    |            }
 1)   0.171 us    |            queue_core_balance();
 1)   2.154 us    |          }
 1)   2.504 us    |        }
 1)   5.180 us    |      }
 1)               |      psi_task_switch() {
 1)   0.181 us    |        psi_flags_change();
 1)   0.180 us    |        iterate_groups();
 1)   0.360 us    |        psi_group_change();
 1)   0.190 us    |        iterate_groups();
 1)   1.823 us    |      }
 1)   0.591 us    |      __traceiter_sched_switch();
 ------------------------------------------
 1)   kcompac-32   =>    <idle>-0   
 ------------------------------------------

 1)   1.934 us    |  enter_lazy_tlb();
 ------------------------------------------
 1)    <idle>-0    =>   kcompac-32  
 ------------------------------------------

 1)               |      finish_task_switch.isra.0() {
 1)   0.241 us    |        raw_spin_rq_unlock();
 1)   0.982 us    |      }
 1) @ 511993.5 us |    }
 1)               |    del_timer_sync() {
 1)               |      lock_timer_base() {
 1)   0.180 us    |        _raw_spin_lock_irqsave();
 1)   0.561 us    |      }
 1)   0.190 us    |      detach_if_pending();
 1)   0.191 us    |      _raw_spin_unlock_irqrestore();
 1)   1.673 us    |    }
 1) @ 511999.3 us |  } /* schedule_timeout */
 1)               |  prepare_to_wait_event() {
 1)   0.271 us    |    _raw_spin_lock_irqsave();
 1)   0.191 us    |    _raw_spin_unlock_irqrestore();
 1)   0.992 us    |  }
 1)   0.181 us    |  kthread_should_stop();
 1)               |  finish_wait() {
 1)   0.171 us    |    _raw_spin_lock_irqsave();
 1)   0.190 us    |    _raw_spin_unlock_irqrestore();
 1)   0.862 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.320 us    |    fill_contig_page_info();
 1)   0.872 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.271 us    |    fill_contig_page_info();
 1)   0.601 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.270 us    |    fill_contig_page_info();
 1)   0.631 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.291 us    |    fill_contig_page_info();
 1)   0.621 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.290 us    |    fill_contig_page_info();
 1)   0.631 us    |  }
 1)   0.181 us    |  kthread_should_stop();
 1)   0.200 us    |  kthread_should_stop();
 1)   0.170 us    |  init_wait_entry();
 1)               |  prepare_to_wait_event() {
 1)   0.170 us    |    _raw_spin_lock_irqsave();
 1)   0.191 us    |    _raw_spin_unlock_irqrestore();
 1)   0.902 us    |  }
 1)   0.171 us    |  kthread_should_stop();
 1)               |  schedule_timeout() {
 1)               |    lock_timer_base() {
 1)   0.170 us    |      _raw_spin_lock_irqsave();
 1)   0.541 us    |    }
 1)   0.180 us    |    detach_if_pending();
 1)   0.181 us    |    get_nohz_timer_target();
 1)   0.180 us    |    calc_wheel_index();
 1)   0.280 us    |    enqueue_timer();
 1)   0.180 us    |    _raw_spin_unlock_irqrestore();
 1)               |    schedule() {
 1)               |      rcu_note_context_switch() {
 1)   0.170 us    |        rcu_qs();
 1)   0.501 us    |      }
 1)               |      raw_spin_rq_lock_nested() {
 1)   0.171 us    |        _raw_spin_lock();
 1)   0.501 us    |      }
 1)   0.221 us    |      update_rq_clock();
 1)               |      dequeue_task_fair() {
 1)               |        dequeue_entity() {
 1)               |          update_curr() {
 1)   0.170 us    |            update_min_vruntime();
 1)               |            cpuacct_charge() {
 1)   0.180 us    |              rcu_read_unlock_strict();
 1)   0.611 us    |            }
 1)   0.170 us    |            rcu_read_unlock_strict();
 1)   2.034 us    |          }
 1)   0.201 us    |          __update_load_avg_se();
 1)   0.200 us    |          __update_load_avg_cfs_rq();
 1)   0.160 us    |          clear_buddies();
 1)   0.181 us    |          update_cfs_group();
 1)   0.180 us    |          update_min_vruntime();
 1)   4.258 us    |        }
 1)   0.180 us    |        hrtick_update();
 1)   5.010 us    |      }
 1)               |      pick_next_task() {
 1)               |        pick_next_task_fair() {
 1)   0.180 us    |          pick_next_entity();
 1)   0.180 us    |          pick_next_entity();
 1)   0.170 us    |          pick_next_entity();
 1)               |          set_next_entity() {
 1)   0.170 us    |            clear_buddies();
 1)   0.190 us    |            __update_load_avg_se();
 1)   0.180 us    |            __update_load_avg_cfs_rq();
 1)   1.262 us    |          }
 1)               |          set_next_entity() {
 1)   0.170 us    |            clear_buddies();
 1)   0.191 us    |            __update_load_avg_se();
 1)   0.180 us    |            __update_load_avg_cfs_rq();
 1)   1.232 us    |          }
 1)   0.190 us    |          put_prev_entity();
 1)               |          set_next_entity() {
